phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/index.html,Prompts,body,200,https://prompts.robertdevore.com/index.html,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/images/,Images,navigation,200,https://prompts.robertdevore.com/images/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/writing/,Writing,navigation,200,https://prompts.robertdevore.com/writing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/business/,Business,navigation,200,https://prompts.robertdevore.com/business/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/marketing/,Marketing,navigation,200,https://prompts.robertdevore.com/marketing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/coding/,Coding,navigation,200,https://prompts.robertdevore.com/coding/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/contact/,Contact,navigation,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/blog/,prompt library,body,200,https://prompts.robertdevore.com/blog/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/contact/,get in touch,body,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/contact/,Contact,navigation,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/feed/index.xml,RSS,navigation,200,https://prompts.robertdevore.com/feed/index.xml,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/sitemap.xml,Sitemap,navigation,200,https://prompts.robertdevore.com/sitemap.xml,0,local generated output,,
baseline,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/llms.txt,llms.txt,navigation,200,https://prompts.robertdevore.com/llms.txt,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/index.html,Prompts,body,200,https://prompts.robertdevore.com/index.html,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/images/,Images,navigation,200,https://prompts.robertdevore.com/images/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/writing/,Writing,navigation,200,https://prompts.robertdevore.com/writing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/business/,Business,navigation,200,https://prompts.robertdevore.com/business/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/marketing/,Marketing,navigation,200,https://prompts.robertdevore.com/marketing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/coding/,Coding,navigation,200,https://prompts.robertdevore.com/coding/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/contact/,Contact,navigation,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/contact/,Contact,navigation,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/feed/index.xml,RSS,navigation,200,https://prompts.robertdevore.com/feed/index.xml,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/sitemap.xml,Sitemap,navigation,200,https://prompts.robertdevore.com/sitemap.xml,0,local generated output,,
baseline,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/llms.txt,llms.txt,navigation,200,https://prompts.robertdevore.com/llms.txt,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/index.html,Prompts,body,200,https://prompts.robertdevore.com/index.html,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/images/,Images,navigation,200,https://prompts.robertdevore.com/images/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/writing/,Writing,navigation,200,https://prompts.robertdevore.com/writing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/business/,Business,navigation,200,https://prompts.robertdevore.com/business/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/marketing/,Marketing,navigation,200,https://prompts.robertdevore.com/marketing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/coding/,Coding,navigation,200,https://prompts.robertdevore.com/coding/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/contact/,Contact,navigation,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/contact/,Contact,navigation,200,https://prompts.robertdevore.com/contact/,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/feed/index.xml,RSS,navigation,200,https://prompts.robertdevore.com/feed/index.xml,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/sitemap.xml,Sitemap,navigation,200,https://prompts.robertdevore.com/sitemap.xml,0,local generated output,,
baseline,https://prompts.robertdevore.com/coding/,https://prompts.robertdevore.com/llms.txt,llms.txt,navigation,200,https://prompts.robertdevore.com/llms.txt,0,local generated output,,
baseline,https://prompts.robertdevore.com/contact/,https://prompts.robertdevore.com/index.html,Prompts,body,200,https://prompts.robertdevore.com/index.html,0,local generated output,,
baseline,https://prompts.robertdevore.com/contact/,https://prompts.robertdevore.com/about/,About,navigation,200,https://prompts.robertdevore.com/about/,0,local generated output,,
baseline,https://prompts.robertdevore.com/contact/,https://prompts.robertdevore.com/images/,Images,navigation,200,https://prompts.robertdevore.com/images/,0,local generated output,,
baseline,https://prompts.robertdevore.com/contact/,https://prompts.robertdevore.com/writing/,Writing,navigation,200,https://prompts.robertdevore.com/writing/,0,local generated output,,
baseline,https://prompts.robertdevore.com/contact/,https://prompts.robertdevore.com/business/,Business,navigation,200,https://prompts.robertdevore.com/business/,0,local generated output,,
baseline,https://prompts.robertdevore.com/contact/,https://prompts.robertdevore.com/marketing/,Marketing,navigation,200,https://prompts.robertdevore.com/marketing/,0,local generated output,,
