phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/#main-content,Skip to main content,HTML anchor,200,https://prompts.robertdevore.com/about/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/index.html,Prompts,HTML anchor,200,https://prompts.robertdevore.com/index.html,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/,About,HTML anchor,200,https://prompts.robertdevore.com/about/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/images/,Images,HTML anchor,200,https://prompts.robertdevore.com/images/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/writing/,Writing,HTML anchor,200,https://prompts.robertdevore.com/writing/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/business/,Business,HTML anchor,200,https://prompts.robertdevore.com/business/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/marketing/,Marketing,HTML anchor,200,https://prompts.robertdevore.com/marketing/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/coding/,Coding,HTML anchor,200,https://prompts.robertdevore.com/coding/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/contact/,Contact,HTML anchor,200,https://prompts.robertdevore.com/contact/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/blog/,prompt library,HTML anchor,200,https://prompts.robertdevore.com/blog/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/contact/,get in touch,HTML anchor,200,https://prompts.robertdevore.com/contact/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/#a-better-home-for-useful-prompts,A Better Home for Useful Prompts,HTML anchor,200,https://prompts.robertdevore.com/about/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/#what-you-ll-find-here,What You'll Find Here,HTML anchor,200,https://prompts.robertdevore.com/about/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/about/,About,HTML anchor,200,https://prompts.robertdevore.com/about/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/contact/,Contact,HTML anchor,200,https://prompts.robertdevore.com/contact/,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/feed/index.xml,RSS,HTML anchor,200,https://prompts.robertdevore.com/feed/index.xml,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/sitemap.xml,Sitemap,HTML anchor,200,https://prompts.robertdevore.com/sitemap.xml,0,local generated artifact,,
after,https://prompts.robertdevore.com/about/,https://prompts.robertdevore.com/llms.txt,llms.txt,HTML anchor,200,https://prompts.robertdevore.com/llms.txt,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/business/#main-content,Skip to main content,HTML anchor,200,https://prompts.robertdevore.com/business/,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/index.html,Prompts,HTML anchor,200,https://prompts.robertdevore.com/index.html,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/about/,About,HTML anchor,200,https://prompts.robertdevore.com/about/,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/images/,Images,HTML anchor,200,https://prompts.robertdevore.com/images/,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/writing/,Writing,HTML anchor,200,https://prompts.robertdevore.com/writing/,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/business/,Business,HTML anchor,200,https://prompts.robertdevore.com/business/,0,local generated artifact,,
after,https://prompts.robertdevore.com/business/,https://prompts.robertdevore.com/marketing/,Marketing,HTML anchor,200,https://prompts.robertdevore.com/marketing/,0,local generated artifact,,
